class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,60690,?,0,?,0,0,0,0,0,0,2862,106122,3730600,1582534,42058,0,2417228,0,0,0,0,0,4443824,3641858,1334584,689752,0,0,0,0,0,0,0,0,0,0,0,42,88750,2526712,2848672,0,7240,3754,4444,9876,181666,5257128,66,2,0,0,2929302,1217392,512686,262326,196326,338414,7730,0,0,0,5779784,0,5102,1054,70,2417228,111746,561946,768988,260480,257180,301700,300080,?,?,?,?,201840,60689.31,5779784,5779784,5757164,21595.0,222900,84804,928840,5464176,1209600,0,?,?,?,4053701.76,0,1405878.72,10,448,0,0,0,54208,1026378,3103658,1182882,82200,14092,758,?,0,5779784,?,10040,1364,366594,944014,513610,3106668,509998,11874,14,0,?,?,?,?,?,?,?,?,?,5462,186,0,0,0,0,0,0,0,0,56250,46898,8436,0,0,160140,46704,10648800,1389704,0,0,0,0,3826990,2362.02,2860,1448556,1301682,594184,346660,702320,535016,415904,100230,19624,0,0,0
neg,43302,?,2130706434,1322,0,0,0,0,0,0,155818,1631694,1200406,146442,21560,846,1406278,0,0,0,574,946,2708358,2264060,639452,389384,0,0,4004,0,7344,838,0,0,0,0,0,202892,2947310,6562,2,0,1656,464,752,1408,160914,2991364,208,0,0,0,944172,920824,341716,243170,181922,143598,154582,213110,13672,0,3348920,124,94,566,62,1406278,36046,271518,367050,231020,236140,?,?,?,?,?,?,167140,43301.28,3348920,3348920,3352974,18885.0,3396,88828,923780,3156766,1209600,79650,8,86,0,2512892.16,19665.6,621535.68,2,408,0,0,914,673098,1565224,777696,117300,17696,4582,256,4,10,3348920,?,4200,572,150514,387170,123724,1283696,1179840,26688,362,0,2312,2888,2332802,31434,0,11130,0,20,2565600,2652,238,0,0,880,20106,0,0,0,0,21752,21462,15138,0,0,42712,9968,6276420,707644,3241996,4282,0,0,42301250,997.8,1238,674962,598798,263586,161834,409046,369592,288774,170686,212010,7478,0,0
pos,464952,?,?,?,?,?,0,0,0,0,285738,6745568,16472568,4486122,75254,72,10445882,17702,108,?,5208,11488,21003844,15925472,8300082,4412656,?,0,236,0,?,?,0,0,0,0,0,1699380,12054496,12436816,1874630,0,19528,17400,24562,59496,19506608,8427772,9956,0,0,0,8754384,5695708,2050198,1552936,1325030,1442010,2339868,4581282,323438,468,29314108,?,?,?,?,10445882,390032,3751020,4516494,464280,390100,387260,405940,399320,355740,378840,335180,176700,464952.94,29314108,29314108,28712118,223935.0,?,?,215460,28065322,1209600,?,?,?,?,24495824.64,0,3553793.28,?,?,0,0,34610,2332836,12547456,11691102,1216492,195404,45004,2418,?,?,29314108,?,27926,5230,1655312,1226200,1933704,21578748,1611814,26388,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,257972,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3696226,5118552,3463732,1475358,2521222,1813264,1724576,1557272,6160126,534994,?,?
neg,39718,?,2130706432,216,0,0,0,0,0,0,1420,22634,1583006,967252,54926,164,1233284,0,0,0,0,0,2435846,2092576,412106,234272,0,0,0,0,390,52,0,0,0,0,0,11476,122016,2478624,17286,0,3332,1418,1726,2066,49634,2570372,854,0,0,0,928508,379266,204722,180364,186444,208508,523334,18256,0,0,2849314,0,644,684,32,1233284,37396,145402,265386,170980,175980,?,?,?,?,?,?,54140,39718.39,2849314,2849314,2857378,16230,416,35174,417460,2629402,1209600,104196,2,188,0,2100257.28,0,523466.88,0,670,0,0,0,5954,107628,1115322,1133930,220866,39996,5706,34,40,2849314,?,8608,1334,60620,404166,176980,1761520,212226,3948,0,0,302,168,2154532,307540,0,56,0,48,2162526,6478,390,0,0,0,0,0,0,0,0,24160,15952,4542,0,0,65582,18632,2780680,281954,0,0,0,0,0,2248.78,2566,562308,555284,151748,67912,155194,181560,118486,119352,646420,71138,0,0
neg,26146,?,708,628,0,0,0,0,0,0,266,100146,1046504,525718,42940,9160,745984,0,0,0,0,0,1512434,1298802,276300,180932,0,0,0,0,1598,210,0,0,0,0,0,13674,430140,1014252,266668,0,2326,546,1038,142488,1236826,341510,0,0,0,0,684888,286674,128256,98788,79274,70110,89976,285596,1172,0,1789036,114,24,76,0,745984,23118,137918,137174,181280,?,?,?,?,?,?,?,91660,26146.79,1789036,1789036,1792918,12944,7548,55752,575860,1724734,1209600,54130,0,118,0,1481992.32,0,240335.04,0,0,0,0,0,5982,291870,932706,455078,34338,4404,356,1030,1038,1789036,?,3798,356,15310,171782,61162,915252,545636,11328,110,0,1054,586,1275312,1838,38,1178,0,0,1491638,1516,152,0,0,0,0,0,0,0,0,11940,21052,3736,0,0,52774,9772,355540,99750,0,0,0,0,0,679.86,754,254674,323790,211970,95742,196608,198744,179742,108896,151824,2744,0,0
neg,1470234,?,?,4910,?,?,0,0,41506,3665506,21485488,34185910,20531268,4103516,414230,41512,33566640,0,2456,?,1639580,2671078,65734226,57801656,25635812,8902598,?,0,7768,0,?,?,0,0,0,1314,41352,300782,2528914,49498160,32098414,0,170610,50642,66626,101504,11798616,72280736,184,14,2,2,14708308,36642192,15302666,6396922,3411978,2620248,3319134,1982232,5534,79722,93022530,?,?,?,?,33566640,1296238,14588278,11000926,268080,309440,289140,281900,329200,397340,358920,250840,198640,1470233.18,93022530,93022530,94008180,499782,?,?,920120,84468936,1209600,?,5238,204,0,75835067.52,0,8624302.08,112,9222,60550,613206,8551014,30107332,27366938,15000754,2558260,195516,14988,378,1540,?,93022530,?,58578,11998,3276064,5343712,12119518,63538110,120956,0,0,0,3424,12292,68669536,30715290,380,333982,0,2892,69514792,?,?,?,?,?,?,?,?,?,?,638080,?,?,?,?,?,?,?,?,?,?,?,?,?,22033.32,29562,9159428,12422224,8072348,3016008,5629224,6884356,11980346,26628848,676152,2,?,?
pos,621586,0,3084,168,422,1172,0,2814,99500,1249580,3674138,4155210,1108370,311888,54564,326,19382820,25400,62,?,1228654,1819494,36815712,32407402,13387748,5047038,6,0,0,0,12270,3302,0,0,0,0,0,0,4944,4847784,5777916,25746,11084,2132,2658,6200,129290,8750518,757006,997502,0,0,3735398,1362550,971404,697540,536382,486356,402858,355246,203724,1904932,51431738,28224,34486,230504,62,19382820,631636,7555480,5816362,596400,540380,418140,319080,352000,373200,423800,332680,257720,621585.76,51431738,51431738,51188464,81536,43598,?,594580,45265816,1209600,1130138,0,14,0,32432773.44,7649529.6,5155958.4,34,2544,23452,123656,636932,1310776,2289242,1767774,1451086,1432220,1143622,477630,126,360428,51431738,0,14708,2088,753860,1311630,670352,6557130,1316464,30092,66,0,162,88,909182,447556,0,8,0,0,914580,25938,11476,?,?,?,?,?,?,?,?,384066,293902,86208,81793260,15584324,933470,208264,835560,485106,45052668,17838,0,0,?,4554.82,4412,2258284,1246278,890420,394360,1039984,2046938,2279428,479782,20916,0,0,0
neg,14008,?,294,272,0,0,0,0,0,0,288,8936,602244,200894,610,0,348796,0,0,0,0,0,752118,659966,122778,77416,0,0,0,0,642,140,0,0,0,0,0,0,159716,506154,147102,0,518,304,372,31948,624098,155730,2,0,0,0,222838,237998,132748,82602,48264,32976,33280,22266,0,0,875032,62,42,30,6,348796,8594,58208,63896,?,?,?,?,?,?,?,?,121300,14008.93,875032,875032,876798,5070,3568,86442,873440,812972,1209600,20668,2,30,0,733763.52,0,78408,0,0,0,0,0,4200,205034,502968,95316,4118,1276,60,0,6,875032,?,1124,148,5930,46662,26712,460852,266204,5312,28,0,394,406,688038,29918,0,502,0,10,738496,596,68,0,0,0,0,0,0,0,0,4752,6164,1162,0,0,19130,3618,175760,18316,0,0,0,0,0,315.26,340,83514,129852,95648,46220,97604,98132,78978,45802,123474,13748,0,0
pos,468128,?,?,?,0,0,0,0,403088,6708450,21918504,31318340,16463748,2777014,207982,2854,26845080,102100,138,?,1360554,3030962,50339352,37292704,29889810,13022274,?,0,0,0,36640,14892,0,0,0,0,0,0,0,5110778,74373970,315232,59144,31202,70110,218142,60293148,19128234,0,0,0,0,40588960,26384482,6548434,2809768,1588594,1058402,684500,133770,2994,76,81596764,?,?,4548,0,26845080,1629460,3768538,26096124,716740,591060,701520,708080,655700,684640,610440,532960,308720,468127.97,81596764,81596764,81833030,191521.0,?,?,448160,79799980,1209600,4908098,?,?,?,48548081.28,16141257.6,15055961.28,60416,?,4488,1743404,8311014,21156862,24219366,18008528,5512728,760776,74804,8010,?,?,81596764,?,54074,13750,21001392,12826004,7482354,33596342,4708116,117948,0,0,?,?,?,?,?,?,?,?,?,445142,?,?,?,?,?,?,?,?,?,719456,?,?,?,?,?,?,?,?,?,?,?,?,?,0.84,0,33282520,25751280,12941558,3315644,2771588,865400,518152,349190,4648,0,?,?
pos,1115840,?,?,?,?,?,0,0,0,0,454,30366,429750,222070,8956,0,236816,320180,0,0,0,0,120638,9586,378858,89410,?,0,0,0,?,?,0,0,0,0,0,0,639906,51236,454,0,1180,520,858,1600,34774,651236,1428,0,0,0,406810,136508,46328,26014,23324,37416,14656,540,0,0,499646,?,?,?,?,236816,5078,60666,316542,?,?,?,?,?,?,?,?,375760,1115839.42,499646,499646,711704,2516,?,47902,497620,691596,1209600,?,?,?,?,69775230.72,0,14862241.92,0,0,0,0,0,4958,156904,393260,125116,9328,2018,12,?,?,499646,?,1208,526,177900,50596,87722,330042,39178,4424,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5690,?,?,?,?,?,?,?,?,?,?,?,?,?,591.54,804,218576,224304,61606,27258,74462,77210,7972,186,22,0,?,?
neg,175764,?,0,?,0,0,0,0,0,5556,4685108,15788756,10422100,1586996,180874,6428,14721852,24400,554,598,6336,10808,27215160,22235552,8809130,4339026,0,0,126450,0,0,0,1730454,6216424,8035866,7545908,2294686,2491454,667720,786658,2906648,0,41670,33500,75196,173564,537316,31812766,1690,114,0,2,21259412,5107276,2434102,1591556,1217552,756496,261930,46988,506,0,36037064,654,1378,3144,1028,14721852,606748,5062568,3690196,347860,357500,349840,322100,291400,330640,341340,349980,249340,175763.95,36037064,36037064,35564712,105341.0,410382,43660,875860,32675818,1209600,0,?,?,?,27277596.48,0,5364463.68,930,6874,0,0,50238,5607788,15820454,9194534,1762916,205146,33522,1220,?,230,36037064,?,33322,8486,4302354,2975416,10661070,13584096,1094340,16728,6,0,?,?,?,?,?,?,?,?,?,54118,1140,0,0,0,0,0,0,0,0,332656,15864,3000,0,0,1585580,197788,126193780,13842822,0,0,0,0,46682490,12660.86,15598,5571928,23857678,1938072,422232,608024,133646,64400,31730,47750,358,0,0
neg,12212,?,2130706432,84106,0,0,0,0,0,0,5602,67600,368276,4401042,1355492,45708,2897454,0,0,0,0,0,5400806,4573902,1140970,779052,0,0,353042,0,23222,2920,0,0,0,0,0,1600,126588,245050,2913632,2956850,2598,2180,4648,184696,4842552,1204572,2474,0,0,0,3821514,1005128,95064,80098,120780,394418,726718,0,0,0,6541854,258,574,588,130,2897454,94172,375778,762886,193940,191720,179200,174840,307940,?,?,?,87600,12211.2,6541854,6541854,6557848,28336,216,46176,487880,6243720,1209600,138164,12,512,0,3057490.56,107074.56,3075812.16,20,730,0,0,0,7484,73422,419538,3287938,2339358,113508,2472,4962,6210,6541854,?,4546,792,1270952,1807746,239224,990054,1827578,101600,1228,0,285558,5278,215516,260,0,324292,0,48,3355308,22622,416,0,0,1270,107452,0,0,0,0,45760,402,120,0,0,30778,14242,61676920,6438484,5778434,6856,0,0,0,1459.78,1512,3324480,2834526,81522,2944,222,26,0,0,0,0,0,0
neg,79826,?,486,362,0,0,0,0,0,2520,123646,2117856,2648904,518164,13810,0,2815178,0,0,0,656,1442,4955574,4371892,820772,428110,0,0,0,0,618,190,0,0,0,0,0,217010,2797846,2184666,225378,0,6688,7722,8864,50528,2948138,2401712,1248,0,0,0,1715464,1406404,611746,541532,441648,332204,233798,140396,1708,0,5778784,1522,1474,746,10,2815178,72950,363732,455152,164720,184220,149640,189480,?,?,?,?,118160,79826.92,5778784,5778784,5748130,33900,461014,83036,921400,5424900,1209600,184168,0,410,0,4608002.88,0,812378.88,0,0,0,0,21212,795040,2527868,1806422,247132,21866,5176,184,8,12,5778784,?,10056,1196,91522,256064,172044,2334070,2508478,50754,716,0,794,552,1869720,66472,62,85262,0,0,4668696,5060,1810,0,0,0,0,0,0,0,0,41720,92810,13184,0,0,134170,28166,6045060,2117244,182628,848,0,0,1008150,2853.18,3168,864528,998950,885182,405066,670998,462884,301438,210238,532286,93330,0,0
pos,493286,2,2130706432,5004,0,0,0,22412,276246,2017900,4545390,544874,103928,6504,0,0,15608228,21620,0,0,1798496,2770618,29562170,24751188,9204516,6136498,2,0,0,0,3534,2858,0,0,0,0,0,0,340188,3673658,3503408,0,21204,9528,14244,51108,77904,4329090,2528460,412254,73462,0,2970516,2164760,550026,401442,355740,274042,219382,329362,167928,84056,40566868,216,1668,2034,12,15608228,577352,2414842,6775936,322440,277580,288660,302120,251660,274440,255300,235620,187480,493286.65,40566868,40566868,7586876,52333.0,10350,42712,623200,7518638,1209600,163034,0,114,0,28299952.32,6855447.36,4932577.92,1042,1388,122926,496832,3265742,2239678,1166508,211914,10740,2576,338,0,1748,690,40566868,0,2614,338,923690,299680,2786842,3497632,6458,0,0,0,5018,35884,14221670,3063468,0,592,0,0,20627618,4876,836,0,0,830,1197976,0,0,0,0,327876,79054,25428,13824510,1528110,153970,23684,37345700,4029620,4443790,46614,0,0,13286660,911.76,1094,2104668,992654,952956,336274,726342,1010900,1109854,264044,19562,0,0,0
neg,40724,?,1588,1522,0,0,0,0,0,0,2024,264682,1613350,995972,165156,11140,1368900,0,0,0,0,0,2570098,2088908,747770,419760,0,0,0,0,2314,530,0,0,0,0,0,128358,647252,1509996,766718,0,9416,22836,48996,923088,1831456,216518,14,0,0,0,1076436,825302,262738,157728,108024,83394,117638,420944,120,0,3318470,362,6188,1318,10,1368900,47896,369788,370442,297400,239140,?,?,?,?,?,?,202360,40723.73,3318470,3318470,3309660,20048,11548,84770,891080,3052324,1209600,107010,0,72,0,2446284.48,0,603726.72,0,0,0,0,0,25622,485536,1613758,853356,62398,10680,974,1514,1538,3318470,?,5132,608,110114,358570,146600,1941382,465400,24346,172,0,2272,970,2450498,753478,0,3522,0,64,2475448,2092,86,0,0,0,0,0,0,0,0,24930,26442,8808,0,0,84996,24064,80160,22242,2846400,704,0,0,1750450,1343.04,1462,628108,496022,401278,179386,499910,832602,12902,1600,508,8,0,0
neg,138852,?,716,674,0,0,0,0,0,342478,3218578,3854928,1198380,210388,18052,0,3858618,0,0,0,238460,390742,7645012,6904118,2051228,743124,62,0,0,0,2530,5342,0,0,0,0,0,0,49846,2181058,6611900,0,7544,7368,11938,15454,375302,8425196,2,0,0,0,2255646,3354724,2097716,571420,215428,123042,89802,77634,34942,22450,9937136,8792,7388,13398,0,3858618,112450,1161772,880718,298460,281980,253100,234560,194340,215380,208280,272040,70680,138851.88,9937136,9937136,9913556,46470,154,11116,235300,8842804,1209600,259314,8,202,0,7620557.76,0,1212706.56,38,1582,0,139536,1267874,4273658,2048078,866386,225942,18930,2288,112,84,90,9937136,?,10704,1972,758044,504442,3615508,3948152,3982,0,0,0,552,10050,7701044,3737548,0,430,0,0,7702094,8152,214,0,0,0,0,0,0,0,0,59924,11548,3154,9898918,1696984,255106,38414,6260,796,9753310,1540,0,0,98851870,3754.84,4682,1283930,1358178,932256,448668,895808,858572,2142336,921942,1104,10,0,0
neg,232,0,36,30,0,0,0,0,0,0,4386,15042,1126,0,0,0,9406,0,188,0,258,356,29942,26984,11970,1010,0,0,0,0,16,10,0,0,0,0,0,0,0,0,20554,0,1146,12,6,12,362,19016,0,0,0,0,7546,5732,4024,1058,606,904,474,206,4,0,42212,14,10,42,0,9406,380,9954,2004,?,?,?,?,?,?,?,?,11780,232.6,42212,42212,43538,66,2,4114,41880,20620,1209600,1024,0,2,0,14816.64,0,4706.88,0,12,0,0,1576,8278,8188,2196,196,118,2,0,8,16,42212,0,1148,24,24,1616,1818,6062,9202,660,0,0,32,14,14092,3666,0,146,0,0,15062,50,130,0,0,0,0,0,0,0,0,312,0,0,0,0,574,136,2860,370,0,0,0,0,0,117.38,54,5976,4886,2102,580,1022,976,1420,3592,0,0,0,0
neg,38076,?,506,442,0,0,0,0,0,0,1034,92412,1626734,588104,7288,0,1204450,0,0,0,0,0,2128164,1891166,497264,208576,0,0,0,0,600,638,0,0,0,0,0,60640,746264,1122704,385964,0,2444,1912,3556,352742,1846250,108660,8,0,0,0,866024,522960,229108,194688,169516,267136,66140,0,0,0,2625662,0,4698,474,2,1204450,37410,324640,170064,233860,223640,?,?,?,?,?,?,36160,38075.02,2625662,2625662,2618420,13898,16954,18586,202780,2315572,1209600,87774,0,184,0,2064959.04,0,248590.08,0,0,0,0,0,2158,520408,1270958,497926,20330,3248,544,428,432,2625662,?,2974,410,60270,147418,76106,1294004,722702,11276,412,0,484,1068,2051082,309328,80,482,0,0,2087754,1714,540,0,0,0,0,0,0,0,0,17556,47262,7172,0,0,76384,12030,42280,24636,0,0,0,0,35977880,875.24,906,266560,373934,289440,173566,338422,243702,172722,125936,296466,34824,0,0
neg,6652,?,0,?,0,0,0,0,0,0,5542,154846,219136,58600,224,0,173836,0,64,0,0,0,443716,426396,75782,11220,0,0,0,0,0,0,0,18,5354,6680,11798,16082,120906,104556,172954,0,5916,810,2560,2574,14508,408792,3186,2,0,0,141084,218600,48530,17536,8300,2844,1084,364,6,0,519556,10,466,928,0,173836,2688,55600,20100,?,?,?,?,?,?,?,?,74980,6651.9,519556,519556,517408,1799.0,28384,51134,518600,438348,1209600,0,?,?,?,400839.36,0,34895.04,?,?,0,0,318,68044,234254,117720,16824,1024,164,0,?,8,519556,?,1504,74,19768,25106,34844,336896,18626,1524,6,0,?,?,?,?,?,?,?,?,?,402,62,0,0,0,3478,0,0,0,0,1310,972,192,0,0,5872,1210,2488700,262974,0,2714,0,0,5651920,?,?,39054,51276,39366,191264,97196,16000,1278,936,1978,0,0,0
neg,46416,?,2130706432,120,0,0,0,0,0,0,212,236336,1857866,986962,117590,5610,1469728,0,0,0,0,0,2656022,2120788,721116,453750,0,0,0,0,184,68,0,0,0,0,0,129372,1331586,1334558,409060,0,2134,1174,3902,7970,74294,3112272,2830,0,0,0,1187396,694366,232898,178928,159258,144700,215882,391146,2,0,3377982,28,270,344,8,1469728,55218,260950,447276,273680,263360,?,?,?,?,?,?,174580,46416.09,3377982,3377982,3324508,21832,354,89472,949640,3204576,1209600,98360,2,84,0,2521849.92,0,680108.16,0,1058,0,0,0,14380,891072,1630742,615516,45824,6778,264,26,34,3377982,?,5644,734,81162,407154,203578,1585960,893562,26360,416,6,180,156,2521718,67254,0,1856,0,10,2549940,2740,194,0,0,0,0,0,0,0,0,37156,36930,16542,0,0,70230,20556,4867340,488956,0,0,0,0,6803120,1493.26,1560,703644,513508,347868,158646,298606,264892,200190,181784,496358,39080,0,0
neg,51612,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,1217300,0,0,0,85484,153910,2819554,2397508,1221322,394004,0,0,0,0,778,1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4127690,6364,7228,3992,14,1217300,54386,624380,591484,328540,416360,354900,?,?,?,?,?,109820,51612.64,4127690,4127690,206,0,500,41672,486340,0,1209600,117940,0,0,0,2929846.08,0,611591.04,0,0,0,0,0,0,0,0,0,0,0,0,0,324,4127690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4834,644,0,0,0,0,0,0,0,0,29404,6222,1194,4226934,704672,107284,20484,18689840,1873658,3958168,7288,0,0,21612560,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,8,?,18,18,0,0,0,0,0,0,36,0,5512,0,0,0,1740,0,0,0,0,0,3844,2408,3746,566,0,0,0,0,8,6,0,0,0,0,0,0,4138,0,1410,0,1460,4,20,10,66,3954,34,0,0,0,3946,578,160,236,76,320,232,0,0,0,7596,0,6,38,0,1740,94,2228,1516,?,?,?,?,?,?,?,?,3680,8.41,7596,7596,9074,24,202,700,7540,5548,1209600,246,2,4,0,1609.92,67.2,2431.68,0,0,0,0,0,262,4782,444,38,22,0,0,0,6,7596,?,1482,6,12,392,108,1648,1288,506,104,2,26,20,1578,88,0,4,0,24,2308,52,34,0,0,0,70,0,0,0,0,76,0,0,0,0,48,20,11160,1666,8248,16,0,0,0,44.82,20,4014,1346,154,32,2,0,0,0,0,0,0,0
pos,129798,?,19692,13540,0,0,0,0,0,0,65948,5008156,7634106,2852468,1780986,658508,8813520,558176,264,0,1516,5162,11555968,6799446,7374314,4611954,0,0,7869774,804,43356,8468,0,0,3860786,13945170,4314,9718,8632,74188,97360,0,15716,3036,3824,6344,1281346,16688128,1764,2,8,0,10083926,748378,460180,458530,679434,2012180,2815896,740424,1218,0,18931716,78,3646,294,98,8813520,402426,2767226,4592208,514500,442140,408720,467140,551540,507980,526980,509200,322560,129798.99,18931716,18931716,18846360,179359.0,1763144,67428,777080,18000188,1209600,369386,40,192,0,13371017.28,0,4606079.04,18,1310,0,0,3468,1022538,3102876,10004822,3616788,239932,9210,534,0,14,18931716,?,16246,1626,2982416,1049326,9539434,4409160,1958,0,0,0,14486,26930,60990,5172,0,909632,0,0,10673258,19010,668,0,0,0,0,0,0,0,0,355420,8770,1846,0,0,284244,41544,23302920,8145002,1174682,168588,0,0,63404590,2119.32,2756,4674486,6909924,6358422,40704,16128,340,126,30,8,0,0,0
neg,28892,?,174,?,0,0,0,0,0,0,143270,1146396,922422,166378,856,0,1177192,6960,0,0,200,240,2220620,1994192,278756,180390,0,0,1204,0,0,0,0,0,0,0,0,2130,1886142,491050,0,0,2272,994,1178,211628,1742220,418746,2282,2,0,0,629804,608352,238552,182548,146616,125070,164986,279046,4348,0,2500352,0,144,774,0,1177192,24844,154940,122636,123380,141940,?,?,?,?,?,?,7040,28891.09,2500352,2500352,2498132,17352,66584,4692,73600,2379322,1209600,0,?,?,?,2135775.36,0,240807.36,0,0,0,0,134,102034,538944,1149362,554054,32468,2272,54,?,74,2500352,?,4752,678,81674,118722,145436,953662,1042294,31160,944,0,?,?,?,?,?,?,?,?,?,1868,280,0,0,0,0,0,0,0,0,14940,12280,3030,0,0,50410,6266,3914200,596054,0,0,0,0,0,1298.82,1482,251632,832286,316428,244642,462882,172788,57404,19998,20938,324,0,0
pos,1271192,?,0,?,0,0,0,0,0,21716,2359892,25409766,43260074,8766444,84118,0,37628074,898,0,0,42932,70976,70511542,62130626,15045116,7227458,0,0,0,0,0,0,0,0,0,0,0,2597202,40238398,25024478,12041932,0,159308,184928,309082,681098,34391950,44173370,2258,12,4,0,28974582,13201358,8316132,6492178,5232706,5130608,6602504,5129376,793896,28670,85610108,950,1234,1704,3382,37628074,945328,9404950,5550000,382880,290660,314300,205440,167640,153100,138060,201060,233780,1271192.29,85610108,85610108,84759698,547817.0,5575726,1666,785580,79902010,1209600,0,?,?,?,73795256.64,0,6023502.72,0,0,0,0,464104,11108300,36203538,27511220,4079622,451356,82224,1646,?,0,85610108,?,59554,10980,4509864,3143080,13530762,56606816,2023700,17252,2,0,?,?,?,?,?,?,?,?,?,42500,3406,0,0,0,0,0,0,0,0,552714,1358378,260006,0,0,2473468,399812,188678280,24200646,0,0,0,0,1031945600,20686.48,27444,6435106,14729160,12849178,6944588,14679536,10513820,6563994,3242198,3743068,201362,0,0
neg,650,0,2130706432,?,0,0,0,0,0,0,9842,40832,3816,0,0,0,21234,0,0,0,1092,2040,60298,55178,10862,1982,0,0,0,0,0,0,0,0,0,0,0,0,2114,38980,13396,0,220,46,180,712,462,10260,42610,0,0,0,32460,8806,6160,2946,1612,790,434,554,264,464,72318,70,0,132,0,21234,586,4982,5830,?,?,?,?,?,?,?,?,10320,649.98,72318,72318,71434,220,178,6906,71580,54658,1209600,0,?,?,?,33925.44,6914.88,12703.68,0,44,0,0,4102,11204,19096,16636,2372,1064,16,0,?,40,72318,0,1182,54,1664,3230,3010,15908,28100,1272,70,0,?,?,?,?,?,?,?,?,?,118,76,0,0,490,7254,0,0,0,0,550,12,12,0,0,612,114,210000,23160,52698,110,0,0,0,179.92,148,21058,5892,2136,2134,1960,2566,7316,11428,0,0,0,0
neg,8,?,4,2,0,0,0,0,0,0,60,3422,2322,0,0,0,1892,0,0,0,0,0,9844,7538,21118,430,0,0,0,0,10,38,0,0,0,0,0,0,0,650,5154,0,52,22,26,24,1292,4388,0,0,0,0,4798,238,66,198,14,16,48,400,26,0,30982,0,6,0,0,1892,160,19360,1730,?,?,?,?,?,?,?,?,20920,8.57,30982,30982,31710,24,64,2978,30760,5804,1209600,314,2,4,0,1774.08,0,3034.56,0,12,0,0,0,2758,2188,858,0,0,0,0,4,8,30982,?,988,8,22,20,136,4376,254,0,0,0,2,62,1540,82,0,0,0,0,2126,40,68,0,0,0,0,0,0,0,0,160,0,0,0,0,72,14,12720,1536,0,8,0,0,0,38.76,46,4288,1334,48,10,64,58,2,0,0,0,0,0
neg,51922,?,118,102,0,0,0,0,0,0,7024,341526,1942240,1669330,187488,2660,1745090,0,0,0,0,0,3883358,3592528,422174,246224,0,0,0,0,104,24,0,0,0,0,0,15898,411278,1289050,2434042,0,2660,2962,5424,33074,2280196,1796296,29656,0,0,0,1773500,933800,359258,292372,240352,192426,191232,167328,0,0,4305962,100,82,554,18,1745090,43470,236542,185074,101340,94340,164000,?,?,?,?,?,57780,51922.62,4305962,4305962,4315984,21637.0,454,65136,671100,4150268,1209600,127532,2,146,0,3004323.84,0,1142368.32,0,0,0,0,0,187660,596830,2323334,998778,40476,3168,22,2,8,4305962,?,4136,522,96390,597778,343052,2455072,643886,9258,174,0,140,144,3000512,14052,0,19056,0,18,3038000,1956,118,0,0,0,0,0,0,0,0,18908,55308,9110,0,0,169926,24086,50520,7174,0,0,0,0,1922640,1048.3,1082,1169986,776098,430632,185666,358068,283496,262176,207948,459976,16222,0,0
